stock,sector,sub.sector
BEAV,ConsumerDurables,Industrial_Specialties
HDSN,ConsumerDurables,Industrial_Specialties
LAWS,ConsumerDurables,Industrial_Specialties
POOL,ConsumerDurables,Industrial_Specialties
SCHN,ConsumerDurables,Industrial_Specialties
VIRC,ConsumerDurables,Industrial_Specialties
WLFC,ConsumerDurables,Industrial_Specialties
AIT,ConsumerDurables,Industrial_Specialties
JCI,ConsumerDurables,Industrial_Specialties
KAMN,ConsumerDurables,Industrial_Specialties
AMSC,ConsumerDurables,Metal_Fabrications
FELE,ConsumerDurables,Metal_Fabrications
AME,ConsumerDurables,Metal_Fabrications
GNRC,ConsumerDurables,Metal_Fabrications
NJ,ConsumerDurables,Metal_Fabrications
RBC,ConsumerDurables,Metal_Fabrications
DAKT,ConsumerDurables,Miscellaneous_manufacturing_industries
EGT,ConsumerDurables,Miscellaneous_manufacturing_industries
SUMR,ConsumerDurables,Miscellaneous_manufacturing_industries
BRC,ConsumerDurables,Miscellaneous_manufacturing_industries
HI,ConsumerDurables,Miscellaneous_manufacturing_industries
ODC,ConsumerDurables,Miscellaneous_manufacturing_industries
MLHR,ConsumerDurables,Office_Equipment_Supplies_Services
HNI,ConsumerDurables,Office_Equipment_Supplies_Services
KNL,ConsumerDurables,Office_Equipment_Supplies_Services
SCS,ConsumerDurables,Office_Equipment_Supplies_Services
ACCO,ConsumerDurables,Publishing
DLX,ConsumerDurables,Publishing
CJJD,ConsumerDurables,Specialty_Chemicals
CYAN,ConsumerDurables,Specialty_Chemicals
ENZY,ConsumerDurables,Specialty_Chemicals
FOMX,ConsumerDurables,Specialty_Chemicals
HWKN,ConsumerDurables,Specialty_Chemicals
IPHS,ConsumerDurables,Specialty_Chemicals
MTEX,ConsumerDurables,Specialty_Chemicals
MDWD,ConsumerDurables,Specialty_Chemicals
NAII,ConsumerDurables,Specialty_Chemicals
NUTR,ConsumerDurables,Specialty_Chemicals
OBCI,ConsumerDurables,Specialty_Chemicals
TTHI,ConsumerDurables,Specialty_Chemicals
ASH,ConsumerDurables,Specialty_Chemicals
UNVR,ConsumerDurables,Specialty_Chemicals
USNA,ConsumerDurables,Specialty_Chemicals
MIL,ConsumerDurables,Steel_Iron_Ore
AMCO,ConsumerDurables,Steel_Iron_Ore
IDSY,ConsumerDurables,TelecommunicationsEquipment
IRDM,ConsumerDurables,TelecommunicationsEquipment
LOJN,ConsumerDurables,TelecommunicationsEquipment
LITE,ConsumerDurables,TelecommunicationsEquipment
MAGS,ConsumerDurables,TelecommunicationsEquipment
NSSC,ConsumerDurables,TelecommunicationsEquipment
MIFI,ConsumerDurables,TelecommunicationsEquipment
NMRX,ConsumerDurables,TelecommunicationsEquipment
RITT,ConsumerDurables,TelecommunicationsEquipment
HEAR,ConsumerDurables,TelecommunicationsEquipment
UTSI,ConsumerDurables,TelecommunicationsEquipment
XGTI,ConsumerDurables,TelecommunicationsEquipment
CKP,ConsumerDurables,TelecommunicationsEquipment
ESE,ConsumerDurables,TelecommunicationsEquipment
VCRA,ConsumerDurables,TelecommunicationsEquipment
ITI,ConsumerDurables,TelecommunicationsEquipment
VII,ConsumerDurables,TelecommunicationsEquipment
BEBE,ConsumerNon_Durables,Apparel
CHKE,ConsumerNon_Durables,Apparel
CTAS,ConsumerNon_Durables,Apparel
COLM,ConsumerNon_Durables,Apparel
EVK,ConsumerNon_Durables,Apparel
GIII,ConsumerNon_Durables,Apparel
LULU,ConsumerNon_Durables,Apparel
MCOX,ConsumerNon_Durables,Apparel
NAKD,ConsumerNon_Durables,Apparel
PERY,ConsumerNon_Durables,Apparel
SQBG,ConsumerNon_Durables,Apparel
SGC,ConsumerNon_Durables,Apparel
TLF,ConsumerNon_Durables,Apparel
VRA,ConsumerNon_Durables,Apparel
WEYS,ConsumerNon_Durables,Apparel
CRI,ConsumerNon_Durables,Apparel
XNY,ConsumerNon_Durables,Apparel
COH,ConsumerNon_Durables,Apparel
GIL,ConsumerNon_Durables,Apparel
GES,ConsumerNon_Durables,Apparel
KATE,ConsumerNon_Durables,Apparel
KORS,ConsumerNon_Durables,Apparel
OXM,ConsumerNon_Durables,Apparel
PVH,ConsumerNon_Durables,Apparel
RL,ConsumerNon_Durables,Apparel
TUMI,ConsumerNon_Durables,Apparel
UA,ConsumerNon_Durables,Apparel
VFC,ConsumerNon_Durables,Apparel
DLA,ConsumerNon_Durables,Apparel
COKE,ConsumerNon_Durables,Beverages_Production_Distribution
BREW,ConsumerNon_Durables,Beverages_Production_Distribution
LBIX,ConsumerNon_Durables,Beverages_Production_Distribution
MGPI,ConsumerNon_Durables,Beverages_Production_Distribution
FIZZ,ConsumerNon_Durables,Beverages_Production_Distribution
THST,ConsumerNon_Durables,Beverages_Production_Distribution
WVVI,ConsumerNon_Durables,Beverages_Production_Distribution
SAM,ConsumerNon_Durables,Beverages_Production_Distribution
BORN,ConsumerNon_Durables,Beverages_Production_Distribution
KOF,ConsumerNon_Durables,Beverages_Production_Distribution
KO,ConsumerNon_Durables,Beverages_Production_Distribution
CCE,ConsumerNon_Durables,Beverages_Production_Distribution
CCU,ConsumerNon_Durables,Beverages_Production_Distribution
STZ,ConsumerNon_Durables,Beverages_Production_Distribution
COT,ConsumerNon_Durables,Beverages_Production_Distribution
DEO,ConsumerNon_Durables,Beverages_Production_Distribution
DPS,ConsumerNon_Durables,Beverages_Production_Distribution
FMX,ConsumerNon_Durables,Beverages_Production_Distribution
TAP,ConsumerNon_Durables,Beverages_Production_Distribution
PEP,ConsumerNon_Durables,Beverages_Production_Distribution
VCO,ConsumerNon_Durables,Beverages_Production_Distribution
ROX,ConsumerNon_Durables,Beverages_Production_Distribution
REED,ConsumerNon_Durables,Beverages_Production_Distribution
KOSS,ConsumerNon_Durables,Consumer_Electronics_Appliances
LRAD,ConsumerNon_Durables,Consumer_Electronics_Appliances
SKUL,ConsumerNon_Durables,Consumer_Electronics_Appliances
UEIC,ConsumerNon_Durables,Consumer_Electronics_Appliances
HAR,ConsumerNon_Durables,Consumer_Electronics_Appliances
KN,ConsumerNon_Durables,Consumer_Electronics_Appliances
SNE,ConsumerNon_Durables,Consumer_Electronics_Appliances
MSN,ConsumerNon_Durables,Consumer_Electronics_Appliances
FOSL,ConsumerNon_Durables,Consumer_Specialties
MOV,ConsumerNon_Durables,Consumer_Specialties
CUI,ConsumerNon_Durables,Electronic_Components
IFON,ConsumerNon_Durables,Electronic_Components
ITRN,ConsumerNon_Durables,Electronic_Components
RADA,ConsumerNon_Durables,Electronic_Components
RELL,ConsumerNon_Durables,Electronic_Components
TAIT,ConsumerNon_Durables,Electronic_Components
TESS,ConsumerNon_Durables,Electronic_Components
VOXX,ConsumerNon_Durables,Electronic_Components
ARW,ConsumerNon_Durables,Electronic_Components
AVT,ConsumerNon_Durables,Electronic_Components
TEL,ConsumerNon_Durables,Electronic_Components
UUU,ConsumerNon_Durables,Electronic_Components
POPE,ConsumerNon_Durables,Environmental_Services
ALCO,ConsumerNon_Durables,Farming_Seeds_Milling
ABAC,ConsumerNon_Durables,Farming_Seeds_Milling
CVGW,ConsumerNon_Durables,Farming_Seeds_Milling
CALM,ConsumerNon_Durables,Farming_Seeds_Milling
CERE,ConsumerNon_Durables,Farming_Seeds_Milling
LMNR,ConsumerNon_Durables,Farming_Seeds_Milling
SEED,ConsumerNon_Durables,Farming_Seeds_Milling
WOOF,ConsumerNon_Durables,Farming_Seeds_Milling
AGRO,ConsumerNon_Durables,Farming_Seeds_Milling
GRO,ConsumerNon_Durables,Farming_Seeds_Milling
MO,ConsumerNon_Durables,Farming_Seeds_Milling
FDP,ConsumerNon_Durables,Farming_Seeds_Milling
PM,ConsumerNon_Durables,Farming_Seeds_Milling
RAI,ConsumerNon_Durables,Farming_Seeds_Milling
VGR,ConsumerNon_Durables,Farming_Seeds_Milling
XXII,ConsumerNon_Durables,Farming_Seeds_Milling
BTI,ConsumerNon_Durables,Farming_Seeds_Milling
DTEA,ConsumerNon_Durables,FoodChains
GNC,ConsumerNon_Durables,FoodChains
KKD,ConsumerNon_Durables,FoodChains
VSI,ConsumerNon_Durables,FoodChains
JVA,ConsumerNon_Durables,FoodDistributors
CORE,ConsumerNon_Durables,FoodDistributors
WILC,ConsumerNon_Durables,FoodDistributors
PRMW,ConsumerNon_Durables,FoodDistributors
RAVE,ConsumerNon_Durables,FoodDistributors
CHEF,ConsumerNon_Durables,FoodDistributors
UNFI,ConsumerNon_Durables,FoodDistributors
DPZ,ConsumerNon_Durables,FoodDistributors
SYY,ConsumerNon_Durables,FoodDistributors
DIT,ConsumerNon_Durables,FoodDistributors
CRVP,ConsumerNon_Durables,FoodDistributors
THO,ConsumerNon_Durables,Homebuilding
WGO,ConsumerNon_Durables,Homebuilding
PPC,ConsumerNon_Durables,Meat_Poultry_Fish
SAFM,ConsumerNon_Durables,Meat_Poultry_Fish
BRFS,ConsumerNon_Durables,Meat_Poultry_Fish
HRL,ConsumerNon_Durables,Meat_Poultry_Fish
IBA,ConsumerNon_Durables,Meat_Poultry_Fish
LUK,ConsumerNon_Durables,Meat_Poultry_Fish
TSN,ConsumerNon_Durables,Meat_Poultry_Fish
FOXF,ConsumerNon_Durables,MotorVehicles
HOG,ConsumerNon_Durables,MotorVehicles
DSKX,ConsumerNon_Durables,Package_Goods_Cosmetics
RDEN,ConsumerNon_Durables,Package_Goods_Cosmetics
IPAR,ConsumerNon_Durables,Package_Goods_Cosmetics
UG,ConsumerNon_Durables,Package_Goods_Cosmetics
AVP,ConsumerNon_Durables,Package_Goods_Cosmetics
CL,ConsumerNon_Durables,Package_Goods_Cosmetics
COTY,ConsumerNon_Durables,Package_Goods_Cosmetics
EPC,ConsumerNon_Durables,Package_Goods_Cosmetics
EL,ConsumerNon_Durables,Package_Goods_Cosmetics
REV,ConsumerNon_Durables,Package_Goods_Cosmetics
CAW,ConsumerNon_Durables,Package_Goods_Cosmetics
BUFF,ConsumerNon_Durables,Packaged_Foods
DMND,ConsumerNon_Durables,Packaged_Foods
FARM,ConsumerNon_Durables,Packaged_Foods
FRPT,ConsumerNon_Durables,Packaged_Foods
GLDC,ConsumerNon_Durables,Packaged_Foods
SNAK,ConsumerNon_Durables,Packaged_Foods
GMCR,ConsumerNon_Durables,Packaged_Foods
LANC,ConsumerNon_Durables,Packaged_Foods
LWAY,ConsumerNon_Durables,Packaged_Foods
MDLZ,ConsumerNon_Durables,Packaged_Foods
RIBT,ConsumerNon_Durables,Packaged_Foods
SENEA,ConsumerNon_Durables,Packaged_Foods
SENEB,ConsumerNon_Durables,Packaged_Foods
SYUT,ConsumerNon_Durables,Packaged_Foods
HAIN,ConsumerNon_Durables,Packaged_Foods
ADM,ConsumerNon_Durables,Packaged_Foods
BGS,ConsumerNon_Durables,Packaged_Foods
BG,ConsumerNon_Durables,Packaged_Foods
CPB,ConsumerNon_Durables,Packaged_Foods
CAG,ConsumerNon_Durables,Packaged_Foods
DAR,ConsumerNon_Durables,Packaged_Foods
ANFI,ConsumerNon_Durables,Packaged_Foods
FLO,ConsumerNon_Durables,Packaged_Foods
GIS,ConsumerNon_Durables,Packaged_Foods
INGR,ConsumerNon_Durables,Packaged_Foods
SJM,ConsumerNon_Durables,Packaged_Foods
K,ConsumerNon_Durables,Packaged_Foods
MKC,ConsumerNon_Durables,Packaged_Foods
MJN,ConsumerNon_Durables,Packaged_Foods
MED,ConsumerNon_Durables,Packaged_Foods
OME,ConsumerNon_Durables,Packaged_Foods
PF,ConsumerNon_Durables,Packaged_Foods
POST,ConsumerNon_Durables,Packaged_Foods
THS,ConsumerNon_Durables,Packaged_Foods
WWAV,ConsumerNon_Durables,Packaged_Foods
ALN,ConsumerNon_Durables,Packaged_Foods
DSWL,ConsumerNon_Durables,Plastic_Products
ENTG,ConsumerNon_Durables,Plastic_Products
FORD,ConsumerNon_Durables,Plastic_Products
ATR,ConsumerNon_Durables,Plastic_Products
AWI,ConsumerNon_Durables,Plastic_Products
BERY,ConsumerNon_Durables,Plastic_Products
MYE,ConsumerNon_Durables,Plastic_Products
TUP,ConsumerNon_Durables,Plastic_Products
CMT,ConsumerNon_Durables,Plastic_Products
BDE,ConsumerNon_Durables,Recreational_Products_Toys
ESCA,ConsumerNon_Durables,Recreational_Products_Toys
GPIC,ConsumerNon_Durables,Recreational_Products_Toys
HAS,ConsumerNon_Durables,Recreational_Products_Toys
JAKK,ConsumerNon_Durables,Recreational_Products_Toys
JOUT,ConsumerNon_Durables,Recreational_Products_Toys
MAT,ConsumerNon_Durables,Recreational_Products_Toys
ELY,ConsumerNon_Durables,Recreational_Products_Toys
LF,ConsumerNon_Durables,Recreational_Products_Toys
NLS,ConsumerNon_Durables,Recreational_Products_Toys
MCZ,ConsumerNon_Durables,Recreational_Products_Toys
CROX,ConsumerNon_Durables,Shoe_Manufacturing
ICON,ConsumerNon_Durables,Shoe_Manufacturing
RCKY,ConsumerNon_Durables,Shoe_Manufacturing
SHOO,ConsumerNon_Durables,Shoe_Manufacturing
CAL,ConsumerNon_Durables,Shoe_Manufacturing
DECK,ConsumerNon_Durables,Shoe_Manufacturing
NKE,ConsumerNon_Durables,Shoe_Manufacturing
SKX,ConsumerNon_Durables,Shoe_Manufacturing
WWW,ConsumerNon_Durables,Shoe_Manufacturing
BRID,ConsumerNon_Durables,SpecialtyFoods
JJSF,ConsumerNon_Durables,SpecialtyFoods
LNCE,ConsumerNon_Durables,SpecialtyFoods
CZZ,ConsumerNon_Durables,SpecialtyFoods
DF,ConsumerNon_Durables,SpecialtyFoods
HSY,ConsumerNon_Durables,SpecialtyFoods
TR,ConsumerNon_Durables,SpecialtyFoods
TOF,ConsumerNon_Durables,SpecialtyFoods
JBSS,ConsumerNon_Durables,SpecialtyFoods
HWCC,ConsumerNon_Durables,TelecommunicationsEquipment
RELY,ConsumerNon_Durables,TelecommunicationsEquipment
AXE,ConsumerNon_Durables,TelecommunicationsEquipment
ENS,ConsumerNon_Durables,TelecommunicationsEquipment
WCC,ConsumerNon_Durables,TelecommunicationsEquipment
UFI,ConsumerNon_Durables,Textiles
VPCO,ConsumerNon_Durables,Tobacco
ANGI,ConsumerServices,Advertising
CNYD,ConsumerServices,Advertising
GSOL,ConsumerServices,Advertising
ISIG,ConsumerServices,Advertising
MEET,ConsumerServices,Advertising
NCMI,ConsumerServices,Advertising
SALE,ConsumerServices,Advertising
SZMK,ConsumerServices,Advertising
CCO,ConsumerServices,Advertising
MXPT,ConsumerServices,Advertising
QUOT,ConsumerServices,Advertising
INUV,ConsumerServices,Advertising
MNRO,ConsumerServices,AutomotiveAftermarket
HMHC,ConsumerServices,Books
SCHL,ConsumerServices,Books
PSO,ConsumerServices,Books
BBGI,ConsumerServices,Broadcasting
CETV,ConsumerServices,Broadcasting
CTCM,ConsumerServices,Broadcasting
CMLS,ConsumerServices,Broadcasting
EMMS,ConsumerServices,Broadcasting
LMCA,ConsumerServices,Broadcasting
LMCB,ConsumerServices,Broadcasting
LMCK,ConsumerServices,Broadcasting
NXST,ConsumerServices,Broadcasting
ROIA,ConsumerServices,Broadcasting
ROIAK,ConsumerServices,Broadcasting
SALM,ConsumerServices,Broadcasting
SBGI,ConsumerServices,Broadcasting
SBSA,ConsumerServices,Broadcasting
CBS,ConsumerServices,Broadcasting
SSP,ConsumerServices,Broadcasting
ETM,ConsumerServices,Broadcasting
EVC,ConsumerServices,Broadcasting
GTN,ConsumerServices,Broadcasting
TV,ConsumerServices,Broadcasting
MEG,ConsumerServices,Broadcasting
P,ConsumerServices,Broadcasting
FENG,ConsumerServices,Broadcasting
TGNA,ConsumerServices,Broadcasting
TSQ,ConsumerServices,Broadcasting
TRCO,ConsumerServices,Broadcasting
SGA,ConsumerServices,Broadcasting
EMITF,ConsumerServices,Building_operators
IRCP,ConsumerServices,Building_operators
MAYS,ConsumerServices,Building_operators
INTG,ConsumerServices,Building_operators
BAM,ConsumerServices,Building_operators
PDM,ConsumerServices,Building_operators
NEN,ConsumerServices,Building_operators
AMZN,ConsumerServices,Catalog_Specialty_Distribution
CDW,ConsumerServices,Catalog_Specialty_Distribution
CNV,ConsumerServices,Catalog_Specialty_Distribution
EVLV,ConsumerServices,Catalog_Specialty_Distribution
NSIT,ConsumerServices,Catalog_Specialty_Distribution
LVNTA,ConsumerServices,Catalog_Specialty_Distribution
LVNTB,ConsumerServices,Catalog_Specialty_Distribution
QVCA,ConsumerServices,Catalog_Specialty_Distribution
QVCB,ConsumerServices,Catalog_Specialty_Distribution
